"","COU","YEAR","FOODTFAT.PROPERQT","FOODCALT.CALPERQT","FOODPROT.PROPERQT","FOODSUCR.KGPPERNB","FOODFRUI.KGPPERNB","FOODVEGE.FRVGFMTF","FOODVEGE.FRVGHOTH","FOODVEGE.FRVGTOTX","FOODFRUT.FRVGFMTF","FOODFRUT.FRVGHOTH","FOODFRUT.FRVGTOTX","ACOLALCT.LIPPERNB","TOBATBCT.GRPPERQT","TOBATBCT.NBPFUMNB","TOBATBCT.PDLSFMTF","TOBATBCT.PDLSHOTH","TOBATBCT.PDLSTOTX","TOBATBCT.YNGPPTPC","TOBATBCT.YNGPPHPH","TOBATBCT.YNGPPFPF","BODYOVSR.PERWOMTF","BODYOVSR.PERMANTH","BODYOVSR.TOTPOPTX","BODYOBSR.PERWOMTF","BODYOBSR.PERMANTH","BODYOBSR.TOTPOPTX","BODYVBSR.PERWOMTF","BODYVBSR.PERMANTH","BODYVBSR.TOTPOPTX","BODYOVMS.PERWOMTF","BODYOVMS.PERMANTH","BODYOVMS.TOTPOPTX","BODYOBMS.PERWOMTF","BODYOBMS.PERMANTH","BODYOBMS.TOTPOPTX","BODYVBMS.PERWOMTF","BODYVBMS.PERMANTH","BODYVBMS.TOTPOPTX","FOODVEGG.KGPPERNB","VAPEVAPY.VAPREGPF","VAPEVAPY.VAPREGPC","VAPEVAPY.VAPREGPH","VAPEVAPA.VAPREGPF","VAPEVAPA.VAPREGPC","VAPEVAPA.VAPREGPH","PHARMAEXP.PC_HEALTHXP","PHARMAEXP.PC_GDP","PHARMAEXP.USD_CAP","HRWKD.HR_WKD","MNTDISORDSHR.PC_POBL"
"597","SWE",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,10.6,10.1,10.4,7.1,7.7,6.5,29.7,40.9,35.4,13.1,14.4,13.7,42.8,55.3,49.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.721,1.062,539.718,1452,NA
"598","CHE",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,1228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.902,1.344,849.556,1549,NA
"599","GBR",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,420.6,9.1,13.8,17.7,15.8,18.3,20.7,15.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.3,41.2,36.2,29.1,27,28,60.4,68.2,64.2,NA,3.4,3.3,3.2,5.4,5.7,6.1,11.455,1.163,515.485,1537,NA
"600","USA",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,1004,13.7,10,11.7,10.9,4.9,5,4.8,29,39.2,34,32.6,32.6,32.6,61.7,71.7,66.6,26.9,33.7,30.3,42.1,43.5,42.8,69,77.3,73.1,NA,7.7,9.3,10.8,3.5,4.5,5.5,12.57,2.108,1376.27,1777,NA
"601","BRA",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,7.7,12.3,9.8,7.9,9.9,5.5,53.9,57.1,55.4,21,19.5,20.3,NA,NA,NA,63.3,60,61.7,30.2,22.8,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.216,1.747,275.774,NA,NA
"602","CHL",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1929.5,NA
"603","CHN",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"604","IND",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","IDN",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","RUS",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA,NA,13.3,43.2,25.8,NA,NA,NA,NA,NA,NA,26.2,16.3,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.045,1.124,370.886,1965,NA
"607","ZAF",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","AUS",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,10,12.4,11.2,7.5,8.5,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,3.2,4.8,1.5,2.1,2.7,NA,NA,NA,1722,NA
"609","FRA",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1402,NA
"610","DEU",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1331.7,NA
"611","LUX",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1,17.7,16.9,12.2,14.2,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1427,NA
"612","EST",2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12.6,25.7,17.9,14.3,19.5,10.7,25.3,39.7,31.1,18.9,22.9,20.5,44.2,62.6,51.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,12.1,19.2,2.4,3.8,6,NA,NA,NA,1654,NA
"613","COL",2005,73.6,2733,62.2,61.7,120.9,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,31.1,32.3,16.8,8.8,13.8,NA,NA,NA,37.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.78598651
"614","COL",2006,75.6,2770,63.8,60.8,134.8,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.67135637
"615","COL",2007,75.9,2804,64.1,61.1,133.8,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.56749079
"616","COL",2008,77.2,2807,64.8,60.9,132.7,NA,NA,NA,NA,NA,NA,4.4,NA,NA,11.1,23.8,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.45625473
"617","COL",2009,74.3,2708,61.5,59.8,122.7,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.35140489
"618","COL",2010,78,2665,61.5,54.6,129.8,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2,38.4,34.6,20.1,11.5,16.5,NA,NA,NA,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.25175784
"619","COL",2011,78.7,2696,62.5,55.1,123.1,NA,NA,NA,NA,NA,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.24376763
"620","COL",2012,80.5,2752,64.2,56.7,131.7,NA,NA,NA,NA,NA,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.23056575
"621","COL",2013,82.2,2804,64.4,58.4,145.5,NA,NA,NA,NA,NA,NA,4.3,NA,NA,7.4,18.8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.3,NA,NA,NA,NA,NA,NA,15.593,1.094,144.302,NA,10.22062218
"622","COL",2014,86.5,2922,68.5,59.9,163.1,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.9,NA,NA,NA,NA,NA,NA,15.653,1.125,154.548,NA,10.21492751
"623","COL",2015,87.1,2973,70.5,59.8,180.2,71.8,84.3,80.3,76.7,74.9,75.9,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2,38.4,37.8,22.4,14.4,18.7,NA,NA,NA,42,NA,NA,NA,NA,NA,NA,15.403,1.159,159.429,2194,10.20933493
"624","COL",2016,88,3039,70.9,68.7,177,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.7,NA,NA,NA,NA,NA,NA,15.532,1.17,171.109,2191,10.19558687
"625","COL",2017,92.3,3109,72.3,73.7,172.3,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1,NA,NA,NA,NA,NA,NA,15.581,1.196,177.532,2170,NA
"626","COL",2018,89.1,3114,72.9,73.7,170.1,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2181,NA
"627","COL",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2172,NA
"628","CRI",2005,82.3,2813,70.8,57.2,151.3,NA,NA,NA,NA,NA,NA,4.1,NA,NA,5.2,15.9,10.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2352,11.32041628
"629","CRI",2006,86.2,2873,73,57.5,158.7,NA,NA,NA,NA,NA,NA,4.2,NA,NA,5,15.1,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2360,11.3252177
"630","CRI",2007,87.5,2858,74.5,58.8,100.2,NA,NA,NA,NA,NA,NA,4.3,NA,NA,4.8,14.3,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,2387,11.33605758
"631","CRI",2008,87.7,2844,75.3,56.2,85.2,NA,NA,NA,NA,NA,NA,4.3,NA,NA,4.7,13.5,9.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2392,11.33153126
"632","CRI",2009,87.5,2843,76.1,54.9,85.1,NA,NA,NA,NA,NA,NA,4.1,NA,NA,4.5,12.7,8.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,2348,11.33719926
"633","CRI",2010,86.6,2848,75.9,54.7,105.8,NA,NA,NA,NA,NA,NA,3.7,NA,NA,4.4,11.8,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2243.1,11.34988422
"634","CRI",2011,87.9,2882,76.1,54.2,121.6,NA,NA,NA,NA,NA,NA,3.2,NA,NA,4.2,11,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.9,NA,NA,NA,NA,NA,NA,14.943,1.212,175.759,2285.3,11.3414591
"635","CRI",2012,89.6,2850,74.4,54.4,140.3,NA,NA,NA,NA,NA,NA,3.2,NA,NA,4,10.2,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.9,NA,NA,NA,NA,NA,NA,14.365,1.118,175.023,2233.4,11.34604448
"636","CRI",2013,90.5,2848,75.1,52.6,133.4,NA,NA,NA,NA,NA,NA,3,NA,NA,3.9,9.4,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7,NA,NA,NA,NA,NA,NA,13.506,1.037,167.223,2140.6,11.33958407
"637","CRI",2014,91.4,2890,76.7,53.8,104.6,NA,NA,NA,NA,NA,NA,3.1,NA,NA,3.7,8.6,6.2,NA,NA,NA,NA,NA,NA,NA,NA,24.4,NA,NA,NA,35.3,38.2,36.8,35.3,25.3,29.4,NA,NA,NA,46.6,NA,NA,NA,NA,NA,NA,14.751,1.13,193.603,2121.7,11.34350121
"638","CRI",2015,94.3,2896,75.9,53.3,123.5,NA,NA,NA,NA,NA,NA,3.2,NA,NA,2.9,8.7,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.5,NA,NA,NA,NA,NA,NA,14.541,1.104,201.037,2148.2,11.34674445
"639","CRI",2016,97.4,2978,79.4,56.4,135.9,NA,NA,NA,NA,NA,NA,3.4,NA,NA,3.4,7,5.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.5,NA,NA,NA,NA,NA,NA,13.614,0.996,192.399,2204.7,11.3477878
"640","CRI",2017,106.1,3010,80.4,52.1,122.9,NA,NA,NA,NA,NA,NA,3.2,NA,NA,3.2,6.2,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.6,NA,NA,NA,NA,NA,NA,16.225,1.143,234.518,2178.9,NA
"641","CRI",2018,105.7,3029,82.4,52.3,129.6,NA,NA,NA,NA,NA,NA,3.3,NA,NA,3.1,5.4,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.2,NA,NA,NA,NA,NA,NA,9.4,0.686,145.522,2121,NA
"642","CRI",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.076,0.66,145.204,2059.6,NA
"643","LVA",2005,118.7,3141,85.8,38.5,58.5,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.9,NA,NA,NA,NA,NA,NA,22.548,1.319,189.344,1666,11.70570341
"644","LVA",2006,128.2,3213,90.8,32.2,57.7,38.8,26.1,33.6,39,20,31.1,10.4,NA,15.1,NA,NA,NA,NA,NA,NA,27.5,32.3,29.6,18.1,12.3,15.6,45.6,44.6,45.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.9,NA,NA,NA,NA,NA,NA,23.176,1.325,217.403,1668,11.68663167
"645","LVA",2007,124.2,3161,93.2,29.3,61.6,NA,NA,NA,NA,NA,NA,12.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.3,NA,NA,NA,NA,NA,NA,27.619,1.525,299.449,1643,11.6604169
"646","LVA",2008,120.4,3157,96,35.2,52.7,35.5,20,29.2,27.4,13.5,21.8,11.8,NA,14.4,13,46.3,28.1,23.8,34.3,12.9,26.5,34.9,30,20.2,16.2,18.5,46.7,51.1,48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.9,NA,NA,NA,NA,NA,NA,21.484,1.203,240.267,1751,11.64574459
"647","LVA",2009,121,3174,96.8,33.1,48.6,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.3,NA,NA,NA,NA,NA,NA,24.354,1.49,245.64,1707,11.63131537
"648","LVA",2010,120,3136,96.3,35.9,46.3,41.1,29.3,35.3,26.3,16.4,21.5,9.8,NA,13,NA,NA,NA,NA,NA,NA,27.5,31.8,29.6,17.9,13,15.5,45.4,44.8,45.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.7,NA,NA,NA,NA,NA,NA,25.794,1.578,277.723,1692,11.61239797
"649","LVA",2011,119.9,3148,96.5,37.5,48.3,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.4,NA,NA,NA,NA,NA,NA,26.092,1.446,281.157,1707,11.61962308
"650","LVA",2012,118,3108,92.1,39.9,47.4,31.1,22.1,26.7,24.4,12.6,18.7,10.2,NA,13.4,NA,NA,NA,NA,NA,NA,27.8,35.7,31.6,18.6,16.4,17.5,46.4,52.1,49.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.6,NA,NA,NA,NA,NA,NA,25.519,1.373,295.051,1692,11.62006901
"651","LVA",2013,119.5,3174,91.4,42.6,48,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,26.284,1.411,323.219,1686,11.62091407
"652","LVA",2014,122.5,3208,98.7,57.2,44.8,43.2,29.8,36.6,26.8,13.3,20.2,10.6,NA,13.6,14.6,37,24.6,20.3,25.2,15.3,27.6,39.1,33.2,22.5,14.9,18.8,50.1,54,52,27.9,40.2,34,25.1,16.1,20.6,53,56.3,54.6,126.4,NA,NA,NA,NA,NA,NA,26.97,1.474,346.969,1695,11.62916214
"653","LVA",2015,125,3174,94.9,52.3,39.4,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132.6,NA,NA,NA,NA,NA,NA,27.649,1.563,388.368,1663,11.63716527
"654","LVA",2016,124,3226,103.3,48.7,41.8,48.7,37.1,43.3,38.3,20,29.7,11.3,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,37.1,31.4,26.8,19.1,23.2,53.2,56.2,54.6,133,NA,NA,NA,NA,NA,NA,28.286,1.736,456.476,1664,11.64599216
"655","LVA",2017,127.5,3216,102.4,49.2,48.5,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,NA,NA,NA,31.1,41,35.4,24.1,18.4,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.9,NA,NA,NA,NA,NA,NA,27.404,1.636,459.409,1650,NA
"656","LVA",2018,130.5,3229,102.7,54.1,45.9,42,31.4,36.9,29.8,18.6,24.5,13.2,NA,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.7,39,34.6,28.3,19.5,24.1,59,58.5,58.7,114.5,NA,NA,NA,NA,NA,NA,26.487,1.64,494.578,1661,NA
"657","LVA",2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,NA,NA,12.3,35.2,22.6,16.6,20.4,12.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6.2,8.3,1.8,3,4.7,24.008,1.579,489.576,1631,NA
"658","LTU",2005,100.8,3463,120,42.1,73.5,NA,NA,NA,NA,NA,NA,12.5,NA,NA,9.8,42.1,24.5,NA,NA,NA,28.8,38,33,18.2,11.4,15.1,47,49.4,48.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,NA,NA,NA,NA,NA,NA,34.341,1.94,304.162,1659,12.39445355
"659","LTU",2006,101.3,3466,118.9,46.1,108.8,NA,NA,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,30.993,1.811,313.101,1655,12.38230715
"660","LTU",2007,103.2,3563,126.2,47.6,99.1,NA,NA,NA,NA,NA,NA,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.8,NA,NA,NA,NA,NA,NA,28.47,1.641,329.799,1681,12.36775588
"661","LTU",2008,102.6,3522,127.1,50,62.3,NA,NA,NA,NA,NA,NA,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.1,NA,NA,NA,NA,NA,NA,26.126,1.645,351.976,1707,12.35963881
"662","LTU",2009,99,3470,127,47.8,57.4,NA,NA,NA,NA,NA,NA,13.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.8,NA,NA,NA,NA,NA,NA,26.661,1.964,353.404,1645,12.33566722
"663","LTU",2010,99.8,3333,120.5,43.1,42.1,NA,NA,NA,NA,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.9,NA,NA,NA,NA,NA,NA,26.716,1.821,366.647,1697,12.327773
"664","LTU",2011,100.6,3409,120.1,45.6,41.6,NA,NA,NA,NA,NA,NA,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.5,NA,NA,NA,NA,NA,NA,26.038,1.689,386.598,1674,12.31771127
"665","LTU",2012,94.5,3390,124.2,46.5,55,NA,NA,NA,NA,NA,NA,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,NA,NA,NA,NA,NA,NA,28.942,1.816,453.814,1672,12.31135975
"666","LTU",2013,94.6,3417,124.5,47.5,49.1,NA,NA,NA,NA,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,NA,NA,NA,NA,NA,NA,28.173,1.726,468.395,1657,12.29386389
"667","LTU",2014,95,3387,120.4,92.1,41.2,58.3,49.9,54.5,52.8,42.1,47.9,14.2,NA,NA,9.2,33.9,20.3,13.7,18.6,8.5,32.3,41.9,36.7,19.2,13.4,16.6,51.5,55.3,53.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4,NA,NA,NA,NA,NA,NA,27.836,1.724,495.941,1650,12.27910271
"668","LTU",2015,97.3,3382,122.2,91,37.2,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.9,NA,NA,NA,NA,NA,NA,26.869,1.744,515.108,1673,12.27978786
"669","LTU",2016,97.7,3398,125.2,92.3,53.1,NA,NA,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.2,NA,NA,NA,NA,NA,NA,27.189,1.805,570.369,1694,12.25978749
"670","LTU",2017,101.7,3426,126.9,92.6,46.3,NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA,NA,NA,NA,33.6,45.3,38.8,18.9,15.5,17.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.4,NA,NA,NA,NA,NA,NA,24.005,1.552,535.542,1657,NA
"671","LTU",2018,105.7,3411,126.7,85.7,52,NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.1,NA,NA,NA,NA,NA,NA,22.054,1.441,532.565,1664,NA
"672","LTU",2019,NA,NA,NA,NA,NA,58.4,48.2,53.8,54.2,39.2,47.4,11.1,NA,NA,9.7,29.9,18.9,12.9,18.6,6.8,32.5,41.8,36.7,19.9,16.4,18.3,52.4,58.2,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7,4.8,5.8,0.8,1.6,2.5,22.458,1.573,612.477,1665,NA
